label,text_len,text_punct,text_cap,raw_text
ham,114,0.009,0.0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx   
ham,128,0.109,0.078,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..   "
ham,132,0.053,0.008,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.   "
ham,30,0.033,0.033,Hey you told your name to gautham ah?   
ham,43,0.047,0.047,Haf u found him? I feel so stupid da v cam was working.   
ham,17,0.118,0.059,Oops. 4 got that bit.   
ham,18,0.0,0.056,Are you this much buzy   
ham,44,0.045,0.045,I accidentally deleted the message. Resend please.   
spam,131,0.061,0.168,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply   
ham,56,0.018,0.179,Unless it's a situation where YOU GO GURL would be more appropriate   
ham,119,0.092,0.286,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL   
ham,41,0.024,0.049,I cant pick the phone right now. Pls send a message   
ham,56,0.054,0.036,Need a coffee run tomo?Can't believe it's that time of week already   
ham,72,0.028,0.042,"Awesome, I remember the last time we got somebody high for the first time with diesel :V   "
ham,127,0.039,0.024,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?   "
ham,70,0.029,0.029,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?    
ham,20,0.0,0.05,He is a womdarfull actor   
spam,124,0.121,0.153,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE   "
ham,46,0.196,0.065,Yup... From what i remb... I think should be can book...    
ham,20,0.05,0.05,Jos ask if u wana meet up?   
ham,58,0.052,0.034,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.   
spam,115,0.052,0.087,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468   "
ham,46,0.043,0.043,Where are the garage keys? They aren't on the bookshelf   
ham,133,0.023,0.195,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy   
spam,110,0.091,0.191,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week   "
ham,96,0.031,0.01,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week   
ham,110,0.055,0.064,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.   "
ham,32,0.062,0.062,You made my day. Do have a great day too.   
ham,24,0.167,0.042,K.k:)advance happy pongal.   
ham,96,0.146,0.042,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...   "
ham,38,0.105,0.026,"Not really dude, have no friends i'm afraid :(   "
spam,131,0.031,0.099,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906   
ham,20,0.2,0.05,"Coffee cake, i guess...   "
ham,42,0.071,0.048,"Merry Christmas to you too babe, i love ya *kisses*   "
ham,49,0.122,0.061,Hey... Why dont we just go watch x men and have lunch... Haha    
ham,80,0.025,0.013,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x   
ham,127,0.047,0.055,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week   
ham,25,0.08,0.08,No problem. How are you doing?   
ham,30,0.133,0.033,No calls..messages..missed calls   
ham,26,0.115,0.038,Hi da:)how is the todays class?   
ham,64,0.062,0.016,"I'd say that's a good sign but, well, you know my track record at reading women   "
ham,27,0.074,0.037,"Cool, text me when you're parked   "
ham,67,0.045,0.045,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light   
ham,20,0.25,0.05,K.k:)apo k.good movie.   
ham,63,0.063,0.032,Maybe i could get book out tomo then return it immediately ..? Or something.   
spam,105,0.038,0.048,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!   
ham,190,0.021,0.021,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.   
spam,133,0.053,0.068,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.   
ham,36,0.111,0.083,"Ta-Daaaaa! I am home babe, are you still up ?   "
ham,47,0.043,0.043,Cool. So how come you havent been wined and dined before?   
ham,24,0.083,0.042,Just sleeping..and surfing   
ham,19,0.105,0.105,"Sorry, I'll call later   "
ham,34,0.118,0.059,U calling me right? Call my hand phone...   
ham,23,0.087,0.043,Ok that's great thanx a lot.   
ham,121,0.033,0.041,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him   
ham,25,0.04,0.04,Where u been hiding stranger?   
ham,28,0.036,0.036,Am not interested to do like that.   
ham,44,0.023,0.023,My sister cleared two round in birla soft yesterday.   
ham,31,0.226,0.032,Gudnite....tc...practice going on   
ham,66,0.061,0.061,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.   
ham,27,0.037,0.037,One small prestige problem now.   
spam,92,0.087,0.163,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X   
ham,64,0.031,0.062,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month   
ham,41,0.073,0.049,"Nah can't help you there, I've never had an iphone   "
ham,49,0.041,0.041,If you're not in my car in an hour and a half I'm going apeshit   
ham,119,0.059,0.235,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD   "
ham,102,0.01,0.029,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed   
ham,38,0.184,0.684,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.   
ham,169,0.041,0.142,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.   "
spam,128,0.023,0.094,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16   
spam,127,0.071,0.126,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL   
ham,138,0.072,0.072,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.   "
ham,69,0.072,0.058,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted   "
ham,33,0.212,0.091,Ha ha cool cool chikku chikku:-):-DB-)   
ham,12,0.167,0.083,Oh ok no prob..   
ham,27,0.037,0.037,Check audrey's status right now   
ham,73,0.068,0.041,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...   
ham,127,0.063,0.047,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always   "
ham,39,0.051,0.077,Well i know Z will take care of me. So no worries.   
spam,141,0.078,0.163,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=   "
spam,114,0.053,0.053,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546   
ham,22,0.091,0.091,Wat uniform? In where get?   
ham,26,0.077,0.038,"Cool, text me when you're ready   "
ham,101,0.089,0.059,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...   "
ham,26,0.077,0.038,I will spoil you in bed as well :)   
ham,43,0.186,0.023,I'm going for bath will msg you next  &lt;#&gt;  min..   
ham,126,0.008,0.016,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay   
spam,132,0.023,0.076,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994   "
ham,19,0.0,0.053,Can you say what happen   
ham,45,0.133,0.044,You could have seen me..i did't recognise you Face.:)   
ham,107,0.028,0.047,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going   
ham,30,0.0,0.033,Keep my payasam there if rinu brings   
ham,117,0.043,0.043,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..   
ham,244,0.057,0.025,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.   "
ham,48,0.021,0.021,"Yeah sure, give me a couple minutes to track down my wallet   "
ham,34,0.147,0.029,Hey leave it. not a big deal:-) take care.   
ham,32,0.125,0.062,Hey i will be late ah... Meet you at 945+   
spam,128,0.031,0.133,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX   "
ham,17,0.0,0.118,It took Mr owl 3 licks   
ham,26,0.038,0.038,Customer place i will call you.   
ham,24,0.0,0.042,Mm that time you dont like fun   
spam,130,0.031,0.069,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt   
ham,39,0.077,0.051,Yup having my lunch buffet now.. U eat already?   
ham,21,0.19,0.095,Huh so late... Fr dinner?   
ham,64,0.031,0.031,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?    
ham,18,0.056,0.056,Morning only i can ok.   
ham,88,0.023,0.034,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down   
ham,45,0.067,0.044,Pick you up bout 7.30ish? What time are  and that going?   
ham,87,0.034,0.023,From here after The performance award is calculated every two month.not for current one month period..   
ham,93,0.043,0.043,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.   
ham,179,0.034,0.022,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.   "
ham,175,0.063,0.109,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.   "
ham,99,0.111,0.01,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..   
spam,127,0.024,0.165,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop   "
ham,31,0.032,0.065,Dear how is chechi. Did you talk to her   
ham,30,0.033,0.033,The hair cream has not been shipped.   
ham,40,0.025,0.025,None of that's happening til you get here though   
ham,63,0.095,0.016,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour   "
ham,47,0.021,0.043,"Haha get used to driving to usf man, I know a lot of stoners   "
ham,137,0.044,0.029,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?   
ham,43,0.07,0.07,Hello! Good week? Fancy a drink or something later?   
ham,20,0.0,0.05,Headin towards busetop   
ham,132,0.068,0.076,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com   
ham,59,0.0,0.017,Come by our room at some point so we can iron out the plan for this weekend   
ham,23,0.0,0.043,Cos i want it to be your thing   
ham,75,0.16,0.04,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...    "
ham,20,0.05,0.15,Bring home some Wendy =D   
spam,44,0.023,0.0,100 dating service cal;l 09064012103 box334sk38ch   
