,label,text_len,text_punct,text_cap,text_cleaned
204,ham,19,0.053,0.053,"['u', 'call', 'alter', '11', 'ok', '']"
205,ham,52,0.058,0.038,"['ìï', 'say', 'like', 'dat', 'dun', 'buy', 'ericsson', 'oso', 'cannot', 'oredi', 'lar', '']"
206,ham,125,0.104,0.088,"['entered', 'cabin', 'pa', 'said', 'happy', 'bday', 'bos', 'felt', 'special', 'askd', '4', 'lunch', 'lunch', 'invited', 'apartment', 'went', '']"
207,ham,24,0.042,0.042,"['aight', 'yo', 'dat', 'straight', 'dogg', '']"
208,ham,72,0.056,0.111,"['please', 'give', 'u', 'connection', 'today', 'ltdecimalgt', 'refund', 'bill', '']"
209,ham,31,0.097,0.032,"['shoot', 'big', 'load', 'get', 'ready', '']"
210,ham,60,0.067,0.033,"['whats', 'bruv', 'hope', 'great', 'break', 'rewarding', 'semester', '']"
211,ham,21,0.0,0.048,"['home', 'always', 'chat', '']"
212,ham,22,0.318,0.045,"['kkgoodstudy', 'well', '']"
213,ham,20,0.35,0.15,"['yup', 'ì', 'noe', 'leh', '']"
214,ham,26,0.077,0.077,"['sound', 'great', 'home', '']"
215,ham,50,0.02,0.02,"['finally', 'match', 'heading', 'towards', 'draw', 'prediction', '']"
216,ham,40,0.075,0.05,"['tired', 'havent', 'slept', 'well', 'past', 'night', '']"
217,ham,35,0.086,0.029,"['easy', 'ahsen', 'got', 'selected', 'mean', 'good', '']"
218,ham,25,0.0,0.04,"['take', 'exam', 'march', '3', '']"
219,ham,125,0.04,0.032,"['yeah', 'think', 'use', 'gt', 'atm', 'register', 'sure', 'there', 'anyway', 'help', 'let', 'know', 'sure', 'ready', '']"
220,ham,20,0.1,0.1,"['ok', 'prob', 'take', 'ur', 'time', '']"
221,ham,132,0.038,0.008,"['o', 'called', 'ubandu', 'run', 'without', 'installing', 'hard', 'diskyou', 'use', 'o', 'copy', 'important', 'file', 'system', 'give', 'repair', 'shop', '']"
222,ham,19,0.105,0.105,"['sorry', 'ill', 'call', 'later', '']"
223,ham,94,0.064,0.043,"['u', 'say', 'leh', 'course', 'nothing', 'happen', 'lar', 'say', 'v', 'romantic', 'jus', 'bit', 'lor', 'thk', 'e', 'nite', 'scenery', 'nice', 'leh', '']"
224,spam,123,0.089,0.163,"['500', 'new', 'mobile', '2004', 'must', 'go', 'txt', 'nokia', '89545', 'collect', 'todayfrom', 'å', '1', 'www4tcbiz', '2optout', '08718726270150gbpmtmsg18', '']"
225,ham,57,0.035,0.035,"['would', 'really', 'appreciate', 'call', 'need', 'someone', 'talk', '']"
226,spam,108,0.056,0.139,"['u', 'meet', 'ur', 'dream', 'partner', 'soon', 'ur', 'career', '2', 'flyng', 'start', '2', 'find', 'free', 'txt', 'horo', 'followed', 'ur', 'star', 'sign', 'e', 'g', 'horo', 'aries', '']"
227,ham,26,0.038,0.038,"['hey', 'company', 'elama', 'po', 'mudyadhu', '']"
228,ham,139,0.086,0.058,"['life', 'strict', 'teacher', 'bcoz', 'teacher', 'teach', 'lesson', 'amp', 'conduct', 'exam', 'life', 'first', 'conduct', 'exam', 'amp', 'teach', 'lesson', 'happy', 'morning', '']"
229,ham,27,0.0,0.037,"['dear', 'good', 'morning', '']"
230,ham,90,0.078,0.022,"['get', 'gandhipuram', 'walk', 'cross', 'cut', 'road', 'right', 'side', 'ltgt', 'street', 'road', 'turn', 'first', 'right', '']"
231,ham,30,0.0,0.033,"['dear', 'going', 'rubber', 'place', '']"
232,ham,28,0.071,0.071,"['sorry', 'battery', 'died', 'yeah', 'im', '']"
233,ham,41,0.098,0.024,"['yeshere', 'tv', 'always', 'available', 'work', 'place', '']"
234,spam,124,0.065,0.137,"['text', 'meet', 'someone', 'sexy', 'today', 'u', 'find', 'date', 'even', 'flirt', 'u', 'join', '4', '10p', 'reply', 'name', 'age', 'eg', 'sam', '25', '18', 'msg', 'recdthirtyeight', 'penny', '']"
235,ham,40,0.15,0.05,"['printed', 'oh', 'ltgt', 'come', 'upstairs', '']"
236,ham,51,0.0,0.02,"['ill', 'little', 'closer', 'like', 'bus', 'stop', 'street', '']"
237,ham,32,0.062,0.031,"['youwhen', 'wil', 'reach', '']"
238,ham,119,0.118,0.168,"['new', 'theory', 'argument', 'win', 'situation', 'loses', 'person', 'dont', 'argue', 'ur', 'friend', 'kick', 'amp', 'say', 'im', 'always', 'correct', '']"
239,spam,121,0.025,0.041,"['u', '447801259231', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcall', '09058094597', '']"
240,ham,42,0.024,0.024,"['tomarrow', 'final', 'hearing', 'laptop', 'case', 'cant', '']"
241,ham,39,0.0,0.974,"['pleassssssseeeeee', 'tel', 'v', 'avent', 'done', 'sportsx', '']"
242,ham,68,0.074,0.044,"['okay', 'shining', 'meant', 'signing', 'sound', 'better', '']"
243,ham,124,0.073,0.016,"['although', 'told', 'u', 'dat', 'im', 'baig', 'face', 'watch', 'really', 'like', 'e', 'watch', 'u', 'gave', 'co', 'fr', 'u', 'thanx', '4', 'everything', 'dat', 'uve', 'done', 'today', 'im', 'touched', '']"
244,ham,32,0.062,0.031,"['u', 'dont', 'remember', 'old', 'commercial', '']"
245,ham,62,0.048,0.048,"['late', 'said', 'website', 'didnt', 'dont', 'slipper', '']"
246,ham,23,0.0,0.043,"['asked', 'call', 'ok', '']"
247,ham,26,0.038,0.038,"['kallis', 'wont', 'bat', '2nd', 'inning', '']"
248,ham,117,0.043,0.034,"['didnt', 'work', 'oh', 'ok', 'goodnight', 'ill', 'fix', 'ready', 'time', 'wake', 'dearly', 'missed', 'good', 'night', 'sleep', '']"
249,spam,128,0.023,0.094,"['congratulation', 'ur', 'awarded', '500', 'cd', 'voucher', '125gift', 'guaranteed', 'free', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'music', '87066', 'tncs', 'wwwldewcom1win150ppmx3age16', '']"
250,ham,37,0.0,0.054,"['ranjith', 'cal', 'drpd', 'deeraj', 'deepak', '5min', 'hold', '']"
251,ham,146,0.075,0.021,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u', 'dnt', 'take', 'seriously', 'coz', 'angry', 'childish', 'n', 'true', 'way', 'showing', 'deep', 'affection', 'care', 'n', 'luv', 'kettoda', 'manda', 'nice', 'day', 'da', '']"
252,ham,23,0.087,0.043,"['doinghow', '']"
253,ham,143,0.021,0.014,"['ups', '3days', 'also', 'shipping', 'company', 'take', '2wks', 'way', 'usps', 'take', 'week', 'get', 'lag', 'may', 'bribe', 'nipost', 'get', 'stuff', '']"
254,ham,32,0.094,0.031,"['im', 'back', 'lemme', 'know', 'youre', 'ready', '']"
255,ham,80,0.025,0.025,"['dont', 'necessarily', 'expect', 'done', 'get', 'back', 'though', 'im', 'headin', '']"
256,ham,34,0.088,0.059,"['mmm', 'yummy', 'babe', 'nice', 'jolt', 'suzy', '']"
257,ham,28,0.143,0.071,"['lover', 'need', '']"
258,spam,128,0.031,0.164,"['tried', 'contact', 'reply', 'offer', 'video', 'handset', '750', 'anytime', 'network', 'min', 'unlimited', 'text', 'camcorder', 'reply', 'call', '08000930705', '']"
259,ham,60,0.083,0.117,"['û', 'parked', 'next', 'mini', 'coming', 'today', 'think', '']"
260,ham,3,0.0,0.333,"['yup', '']"
261,ham,68,0.059,0.044,"['anyway', 'im', 'going', 'shopping', 'co', 'si', 'done', 'yet', 'dun', 'disturb', 'u', 'liao', '']"
262,ham,41,0.073,0.683,"['luton', '0125698789', 'ring', 'ur', 'around', 'h', '']"
263,spam,97,0.0,0.021,"['hey', 'really', 'horny', 'want', 'chat', 'see', 'naked', 'text', 'hot', '69698', 'text', 'charged', '150pm', 'unsubscribe', 'text', 'stop', '69698', '']"
264,ham,21,0.048,0.095,"['dint', 'come', 'u', '']"
265,ham,29,0.034,0.069,"['wana', 'plan', 'trip', 'sometme', '']"
266,ham,37,0.027,0.027,"['sure', 'yet', 'still', 'trying', 'get', 'hold', '']"
267,spam,133,0.053,0.15,"['ur', 'ringtone', 'service', 'changed', '25', 'free', 'credit', 'go', 'club4mobilescom', 'choose', 'content', 'stop', 'txt', 'club', 'stop', '87070', '150pwk', 'club4', 'po', 'box1146', 'mk45', '2wt', '']"
268,ham,39,0.077,0.077,"['evo', 'download', 'flash', 'jealous', '']"
269,spam,110,0.027,0.055,"['ringtone', 'club', 'get', 'uk', 'single', 'chart', 'mobile', 'week', 'choose', 'top', 'quality', 'ringtone', 'message', 'free', 'charge', '']"
270,ham,45,0.044,0.022,"['come', 'mu', 'sorting', 'narcotic', 'situation', '']"
271,ham,119,0.025,0.017,"['night', 'ended', 'another', 'day', 'morning', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunny', 'ray', 'leaf', 'worry', 'blue', 'blue', 'bay', '']"
272,spam,131,0.053,0.198,"['hmv', 'bonus', 'special', '500', 'pound', 'genuine', 'hmv', 'voucher', 'answer', '4', 'easy', 'question', 'play', 'send', 'hmv', '86688', 'infowww100percentrealcom', '']"
273,ham,29,0.034,0.069,"['usf', 'guess', 'might', 'well', 'take', '1', 'car', '']"
274,ham,26,0.077,0.077,"['objection', 'bf', 'coming', '']"
275,ham,8,0.375,0.125,"['thanx', '']"
276,ham,30,0.0,0.033,"['tell', 'rob', 'mack', 'gf', 'theater', '']"
277,ham,24,0.083,0.083,"['awesome', 'ill', 'see', 'bit', '']"
278,ham,37,0.054,0.054,"['sent', 'type', 'food', 'like', '']"
279,ham,47,0.064,0.064,"['done', 'handed', 'celebration', 'full', 'swing', 'yet', '']"
280,ham,18,0.056,0.056,"['got', 'called', 'tool', '']"
281,ham,118,0.11,0.025,"['wen', 'u', 'miss', 'someone', 'person', 'definitely', 'special', 'u', 'person', 'special', 'miss', 'keepintouch', 'gdeve']"
282,ham,23,0.043,0.087,"['ok', 'asked', 'money', 'far', '']"
283,ham,7,0.429,0.143,"['okie', '']"
284,ham,97,0.031,0.031,"['yeah', 'think', 'usual', 'guy', 'still', 'passed', 'last', 'night', 'get', 'ahold', 'anybody', 'let', 'know', 'ill', 'throw', '']"
285,ham,46,0.022,0.043,"['k', 'might', 'come', 'tonight', 'class', 'let', 'early', '']"
286,ham,4,0.5,0.25,"['ok', '']"
287,ham,114,0.009,0.0,"['hi', 'baby', 'im', 'cruisin', 'girl', 'friend', 'r', 'u', '2', 'give', 'call', 'hour', 'home', 'thats', 'alright', 'fone', 'fone', 'love', 'jenny', 'xxx', '']"
288,ham,128,0.109,0.078,"['life', 'mean', 'lot', 'love', 'life', 'love', 'people', 'life', 'world', 'call', 'friend', 'call', 'world', 'ge', '']"
289,ham,132,0.053,0.008,"['dearshall', 'mail', 'tonitebusy', 'streetshall', 'update', 'tonitethings', 'looking', 'okvarunnathu', 'edukkukayee', 'raksha', 'ollubut', 'good', 'one', 'real', 'sense', '']"
290,ham,30,0.033,0.033,"['hey', 'told', 'name', 'gautham', 'ah', '']"
291,ham,43,0.047,0.047,"['haf', 'u', 'found', 'feel', 'stupid', 'da', 'v', 'cam', 'working', '']"
292,ham,17,0.118,0.059,"['oops', '4', 'got', 'bit', '']"
293,ham,18,0.0,0.056,"['much', 'buzy', '']"
294,ham,44,0.045,0.045,"['accidentally', 'deleted', 'message', 'resend', 'please', '']"
295,spam,131,0.061,0.168,"['tmobile', 'customer', 'may', 'claim', 'free', 'camera', 'phone', 'upgrade', 'pay', 'go', 'sim', 'card', 'loyalty', 'call', '0845', '021', '3680offer', 'end', '28thfebtcs', 'apply', '']"
296,ham,56,0.018,0.179,"['unless', 'situation', 'go', 'gurl', 'would', 'appropriate', '']"
297,ham,119,0.092,0.286,"['hurt', 'tease', 'make', 'cry', 'end', 'life', 'die', 'plz', 'keep', 'one', 'rose', 'grave', 'say', 'stupid', 'miss', 'u', 'nice', 'day', 'bslvyl', '']"
298,ham,41,0.024,0.049,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message', '']"
299,ham,56,0.054,0.036,"['need', 'coffee', 'run', 'tomocant', 'believe', 'time', 'week', 'already', '']"
300,ham,72,0.028,0.042,"['awesome', 'remember', 'last', 'time', 'got', 'somebody', 'high', 'first', 'time', 'diesel', 'v', '']"
301,ham,127,0.039,0.024,"['shit', 'really', 'shocking', 'scary', 'cant', 'imagine', 'second', 'def', 'night', 'u', 'think', 'somewhere', 'could', 'crash', 'night', 'save', 'taxi', '']"
302,ham,70,0.029,0.029,"['oh', 'way', 'food', 'fridge', 'want', 'go', 'meal', 'tonight', '']"
303,ham,20,0.0,0.05,"['womdarfull', 'actor', '']"
304,spam,124,0.121,0.153,"['sm', 'ac', 'blind', 'date', '4u', 'rodds1', '21m', 'aberdeen', 'united', 'kingdom', 'check', 'httpimg', 'sm', 'acwicmb3cktz8r74', 'blind', 'date', 'send', 'hide', '']"
305,ham,46,0.196,0.065,"['yup', 'remb', 'think', 'book', '']"
306,ham,20,0.05,0.05,"['jos', 'ask', 'u', 'wana', 'meet', '']"
307,ham,58,0.052,0.034,"['lol', 'yes', 'friendship', 'hanging', 'thread', 'cause', 'u', 'wont', 'buy', 'stuff', '']"
308,spam,115,0.052,0.087,"['themob', 'check', 'newest', 'selection', 'content', 'game', 'tone', 'gossip', 'babe', 'sport', 'keep', 'mobile', 'fit', 'funky', 'text', 'wap', '82468', '']"
309,ham,46,0.043,0.043,"['garage', 'key', 'arent', 'bookshelf', '']"
310,ham,133,0.023,0.195,"['today', 'accept', 'dayu', 'accept', 'brother', 'sister', 'lover', 'dear1', 'best1', 'clos1', 'lvblefrnd', 'jstfrnd', 'cutefrnd', 'lifpartnr', 'belovd', 'swtheart', 'bstfrnd', 'rply', 'mean', 'enemy', '']"
311,spam,110,0.091,0.191,"['think', 'ur', 'smart', 'win', 'å', '200', 'week', 'weekly', 'quiz', 'text', 'play', '85222', 'nowtcs', 'winnersclub', 'po', 'box', '84', 'm26', '3uz', '16', 'gbp150week', '']"
312,ham,96,0.031,0.01,"['say', 'hell', 'give', 'call', 'friend', 'got', 'money', 'he', 'definitely', 'buying', 'end', 'week', '']"
313,ham,110,0.055,0.064,"['hi', 'way', 'u', '2day', 'normal', 'waythis', 'real', 'ur', 'uniquei', 'hope', 'know', 'u', '4', 'rest', 'mylife', 'hope', 'u', 'find', 'wot', 'lost', '']"
314,ham,32,0.062,0.062,"['made', 'day', 'great', 'day', '']"
315,ham,24,0.167,0.042,"['kkadvance', 'happy', 'pongal', '']"
316,ham,96,0.146,0.042,"['hmmm', 'guess', 'go', '4', 'kb', 'n', 'power', 'yoga', 'haha', 'dunno', 'tahan', 'power', 'yoga', 'anot', 'thk', 'got', 'lo', 'oso', 'forgot', 'liao', '']"
317,ham,38,0.105,0.026,"['really', 'dude', 'friend', 'im', 'afraid', '']"
318,spam,131,0.031,0.099,"['december', 'mobile', '11mths', 'entitled', 'update', 'latest', 'colour', 'camera', 'mobile', 'free', 'call', 'mobile', 'update', 'co', 'free', '08002986906', '']"
319,ham,20,0.2,0.05,"['coffee', 'cake', 'guess', '']"
320,ham,42,0.071,0.048,"['merry', 'christmas', 'babe', 'love', 'ya', 'kiss', '']"
321,ham,49,0.122,0.061,"['hey', 'dont', 'go', 'watch', 'x', 'men', 'lunch', 'haha', '']"
322,ham,80,0.025,0.013,"['cud', 'u', 'tell', 'ppl', 'im', 'gona', 'b', 'bit', 'l8', 'co', '2', 'bus', 'hav', 'gon', 'past', 'co', 'full', 'im', 'still', 'waitin', '4', '1', 'pete', 'x', '']"
323,ham,127,0.047,0.055,"['would', 'great', 'well', 'guild', 'could', 'meet', 'bristol', 'road', 'somewhere', 'get', 'touch', 'weekend', 'plan', 'take', 'flight', 'good', 'week', '']"
324,ham,25,0.08,0.08,"['problem', '']"
325,ham,30,0.133,0.033,"['callsmessagesmissed', 'call', '']"
326,ham,26,0.115,0.038,"['hi', 'dahow', 'today', 'class', '']"
327,ham,64,0.062,0.016,"['id', 'say', 'thats', 'good', 'sign', 'well', 'know', 'track', 'record', 'reading', 'woman', '']"
328,ham,27,0.074,0.037,"['cool', 'text', 'youre', 'parked', '']"
329,ham,67,0.045,0.045,"['im', 'reading', 'text', 'sent', 'meant', 'joke', 'read', 'light', '']"
330,ham,20,0.25,0.05,"['kkapo', 'kgood', 'movie', '']"
331,ham,63,0.063,0.032,"['maybe', 'could', 'get', 'book', 'tomo', 'return', 'immediately', 'something', '']"
332,spam,105,0.038,0.048,"['call', 'germany', '1', 'penny', 'per', 'minute', 'call', 'fixed', 'line', 'via', 'access', 'number', '0844', '861', '85', '85', 'prepayment', 'direct', 'access', '']"
333,ham,190,0.021,0.021,"['chance', 'might', 'evaporated', 'soon', 'violated', 'privacy', 'stealing', 'phone', 'number', 'employer', 'paperwork', 'cool', 'please', 'contact', 'report', 'supervisor', '']"
334,spam,133,0.053,0.068,"['valentine', 'day', 'special', 'win', 'å', '1000', 'quiz', 'take', 'partner', 'trip', 'lifetime', 'send', 'go', '83600', '150pmsg', 'rcvd', 'custcare08718720201', '']"
335,ham,36,0.111,0.083,"['tadaaaaa', 'home', 'babe', 'still', '']"
336,ham,47,0.043,0.043,"['cool', 'come', 'havent', 'wined', 'dined', '']"
337,ham,24,0.083,0.042,"['sleepingand', 'surfing', '']"
338,ham,19,0.105,0.105,"['sorry', 'ill', 'call', 'later', '']"
339,ham,34,0.118,0.059,"['u', 'calling', 'right', 'call', 'hand', 'phone', '']"
340,ham,23,0.087,0.043,"['ok', 'thats', 'great', 'thanx', 'lot', '']"
341,ham,121,0.033,0.041,"['take', 'post', 'come', 'must', '1000', 'text', 'happy', 'reading', 'one', 'wiv', 'hello', 'caroline', 'end', 'favourite', 'bless', '']"
342,ham,25,0.04,0.04,"['u', 'hiding', 'stranger', '']"
343,ham,28,0.036,0.036,"['interested', 'like', '']"
344,ham,44,0.023,0.023,"['sister', 'cleared', 'two', 'round', 'birla', 'soft', 'yesterday', '']"
345,ham,31,0.226,0.032,"['gudnitetcpractice', 'going', '']"
346,ham,66,0.061,0.061,"['dis', 'yijue', 'jus', 'saw', 'ur', 'mail', 'case', 'huiming', 'havent', 'sent', 'u', 'num', 'dis', 'num', '']"
347,ham,27,0.037,0.037,"['one', 'small', 'prestige', 'problem', '']"
348,spam,92,0.087,0.163,"['fancy', 'shag', 'dointerested', 'sextextukcom', 'txt', 'xxuk', 'suzy', '69876', 'txts', 'cost', '150', 'per', 'msg', 'tncs', 'website', 'x', '']"
349,ham,64,0.031,0.062,"['checking', 'really', 'miss', 'seeing', 'jeremiah', 'great', 'month', '']"
350,ham,41,0.073,0.049,"['nah', 'cant', 'help', 'ive', 'never', 'iphone', '']"
351,ham,49,0.041,0.041,"['youre', 'car', 'hour', 'half', 'im', 'going', 'apeshit', '']"
352,ham,119,0.059,0.235,"['today', 'sorry', 'day', 'ever', 'angry', 'ever', 'misbehaved', 'hurt', 'plz', 'plz', 'slap', 'urself', 'bcoz', 'ur', 'fault', 'im', 'basically', 'good', '']"
353,ham,102,0.01,0.029,"['yo', 'guy', 'ever', 'figure', 'much', 'need', 'alcohol', 'jay', 'trying', 'figure', 'much', 'safely', 'spend', 'weed', '']"
354,ham,38,0.184,0.684,"['ltgt', 'ish', 'minute', '5', 'minute', 'ago', 'wtf', '']"
355,ham,169,0.041,0.142,"['thank', 'callingforgot', 'say', 'happy', 'onam', 'sirjii', 'fine', 'remembered', 'met', 'insurance', 'personmeet', 'qatar', 'insha', 'allahrakhesh', 'ex', 'tata', 'aig', 'joined', 'tisscotayseer', '']"
356,spam,128,0.023,0.094,"['congratulation', 'ur', 'awarded', '500', 'cd', 'voucher', '125gift', 'guaranteed', 'free', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'music', '87066', 'tncs', 'wwwldewcom1win150ppmx3age16', '']"
357,spam,127,0.071,0.126,"['ur', 'cashbalance', 'currently', '500', 'pound', 'maximize', 'ur', 'cashin', 'send', 'cash', '86688', '150pmsg', 'cc', '08708800282', 'hgsuite3422lands', 'roww1j6hl', '']"
358,ham,138,0.072,0.072,"['im', 'actor', 'work', 'work', 'evening', 'sleep', 'late', 'since', 'im', 'unemployed', 'moment', 'always', 'sleep', 'late', 'youre', 'unemployed', 'every', 'day', 'saturday', '']"
359,ham,69,0.072,0.058,"['hello', 'got', 'st', 'andrewsboy', 'long', 'way', 'cold', 'keep', 'posted', '']"
360,ham,33,0.212,0.091,"['ha', 'ha', 'cool', 'cool', 'chikku', 'chikkudb', '']"
361,ham,12,0.167,0.083,"['oh', 'ok', 'prob', '']"
362,ham,27,0.037,0.037,"['check', 'audreys', 'status', 'right', '']"
363,ham,73,0.068,0.041,"['busy', 'trying', 'finish', 'new', 'year', 'looking', 'forward', 'finally', 'meeting', '']"
364,ham,127,0.063,0.047,"['good', 'afternoon', 'sunshine', 'dawn', 'day', 'refreshed', 'happy', 'alive', 'breathe', 'air', 'smile', 'think', 'love', 'always', '']"
365,ham,39,0.051,0.077,"['well', 'know', 'z', 'take', 'care', 'worry', '']"
366,spam,141,0.078,0.163,"['updatenow', 'xmas', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'double', 'min', '1000', 'txt', 'orange', 'call', 'mobileupd8', '08000839402', 'call2optoutf4q', '']"
367,spam,114,0.053,0.053,"['discount', 'code', 'rp176781', 'stop', 'message', 'reply', 'stop', 'wwwregalportfoliocouk', 'customer', 'service', '08717205546', '']"
368,ham,22,0.091,0.091,"['wat', 'uniform', 'get', '']"
369,ham,26,0.077,0.038,"['cool', 'text', 'youre', 'ready', '']"
370,ham,101,0.089,0.059,"['hello', 'boytoy', 'geeee', 'miss', 'already', 'woke', 'wish', 'bed', 'cuddling', 'love', '']"
371,ham,26,0.077,0.038,"['spoil', 'bed', 'well', '']"
372,ham,43,0.186,0.023,"['im', 'going', 'bath', 'msg', 'next', 'ltgt', 'min', '']"
373,ham,126,0.008,0.016,"['cant', 'keep', 'talking', 'people', 'sure', 'pay', 'agree', 'price', 'pls', 'tell', 'want', 'really', 'buy', 'much', 'willing', 'pay', '']"
374,spam,132,0.023,0.076,"['thanks', 'ringtone', 'order', 'reference', 't91', 'charged', 'gbp', '4', 'per', 'week', 'unsubscribe', 'anytime', 'calling', 'customer', 'service', '09057039994', '']"
375,ham,19,0.0,0.053,"['say', 'happen', '']"
376,ham,45,0.133,0.044,"['could', 'seen', 'mei', 'didt', 'recognise', 'face', '']"
377,ham,107,0.028,0.047,"['well', 'there', 'lot', 'thing', 'happening', 'lindsay', 'new', 'year', 'sigh', 'bar', 'ptbo', 'blue', 'heron', 'something', 'going', '']"
378,ham,30,0.0,0.033,"['keep', 'payasam', 'rinu', 'brings', '']"
379,ham,117,0.043,0.043,"['taught', 'ranjith', 'sir', 'called', 'sm', 'like', 'becaus', 'he', 'verifying', 'project', 'prabu', 'told', 'today', 'pa', 'dont', 'mistake', '']"
380,ham,244,0.057,0.025,"['guess', 'thats', 'worried', 'must', 'know', 'there', 'way', 'body', 'repair', 'im', 'quite', 'sure', 'shouldnt', 'worry', 'well', 'take', 'slow', 'first', 'test', 'guide', 'ovulation', 'relax', 'nothing', 'youve', 'said', 'reason', 'worry', 'ill', 'keep', 'followin', '']"
381,ham,48,0.021,0.021,"['yeah', 'sure', 'give', 'couple', 'minute', 'track', 'wallet', '']"
382,ham,34,0.147,0.029,"['hey', 'leave', 'big', 'deal', 'take', 'care', '']"
383,ham,32,0.125,0.062,"['hey', 'late', 'ah', 'meet', '945', '']"
384,spam,128,0.031,0.133,"['double', 'min', 'txts', '4', '6months', 'free', 'bluetooth', 'orange', 'available', 'sony', 'nokia', 'motorola', 'phone', 'call', 'mobileupd8', '08000839402', 'call2optoutn9dx', '']"
385,ham,17,0.0,0.118,"['took', 'mr', 'owl', '3', 'lick', '']"
386,ham,26,0.038,0.038,"['customer', 'place', 'call', '']"
